City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
539,chipinge,-20.1883,32.6236,15.71,72,0,1.23,ZW,1706302307
540,pasuquin,18.3328,120.6177,15.97,94,20,1.03,PH,1706302307
541,zarqa,32.0728,36.088,8.95,93,75,5.14,JO,1706302307
542,tual,-5.6667,132.75,28.55,75,100,8.49,ID,1706302308
543,jiazi,22.8779,116.067,13.38,75,93,5.83,CN,1706302308
544,tukrah,32.5341,20.5791,14.7,72,0,5.54,LY,1706302308
545,greenfield,42.9614,-88.0126,3.81,95,100,3.09,US,1706302039
546,vanimo,-2.6741,141.3028,25.28,91,100,2.84,PG,1706302308
547,nevel',56.0209,29.9284,-3.15,99,100,0.95,RU,1706302309
548,ciudad lazaro cardenas,17.9583,-102.2,28.32,59,0,4.2,MX,1706302138
549,fort st. john,56.2499,-120.8529,2.94,75,75,6.69,CA,1706302309
550,rio gallegos,-51.6226,-69.2181,27.03,17,0,11.83,AR,1706302309
551,rawlins,41.7911,-107.2387,0.94,69,0,4.12,US,1706302139
552,kasongo,-4.45,26.6667,21.0,95,85,1.21,CD,1706302310
553,ambon,-3.6954,128.1814,26.71,14,40,5.14,ID,1706302310
554,rabaul,-4.1967,152.1721,26.8,82,100,2.12,PG,1706302217
555,kiruna,67.8557,20.2251,-15.49,85,100,1.54,SE,1706302311
556,burutu,5.3509,5.5076,26.55,61,5,1.65,NG,1706302311
557,hinche,19.15,-72.0167,29.94,38,0,6.14,HT,1706302311
558,ubari,26.5921,12.7805,13.51,40,0,2.69,LY,1706302311
559,tokar,18.4254,37.729,21.43,60,100,4.03,SD,1706302312
560,colac,-38.3333,143.5833,12.13,78,47,3.61,AU,1706302079
561,sisimiut,66.9395,-53.6735,-17.71,94,99,2.99,GL,1706302312
562,wynyard,-41.0,145.7167,13.7,80,85,6.54,AU,1706302312
563,ajdabiya,30.7554,20.2263,14.61,78,0,3.8,LY,1706302312
564,hirara,24.8,125.2833,16.92,77,75,5.66,JP,1706302313
565,akropong,5.9746,-0.0854,26.53,49,18,1.2,GH,1706302313
566,chegdomyn,51.1167,133.0167,-28.25,100,24,0.84,RU,1706302313
567,kitimat,54.0524,-128.6534,3.71,65,100,0.76,CA,1706302313
568,deer valley,33.6861,-112.1186,20.28,38,0,1.79,US,1706302313
569,leer,53.2316,7.461,6.11,87,9,0.45,DE,1706302314
570,long branch,40.3043,-73.9924,8.1,93,100,2.06,US,1706302314
571,hacienda huancane,-15.8222,-70.8856,10.47,60,93,4.46,PE,1706302314
572,sao joao da barra,-21.6403,-41.0511,28.05,83,100,5.03,BR,1706302314
